Date,Disease,Age Group,Admissions
2020-11-29,Infections,66+,24
2020-11-29,Cardiac Issues,66+,2
2020-11-29,Diabetes,51-65,2
2020-11-29,Pneumonia,66+,3
2020-11-29,Pneumonia,36-50,8
2020-11-29,Flu,51-65,14
2020-11-29,Flu,51-65,26
2020-11-29,Infections,19-35,21
2020-11-29,Flu,nan,21
2020-11-29,Diabetes,51-65,3
2020-11-29,Flu,0-18,29
2020-11-30,Pneumonia,51-65,11
2020-11-30,Infections,36-50,17
2020-11-30,Pneumonia,51-65,8
2020-11-30,Flu,nan,11
2020-11-30,Flu,36-50,17
2020-11-30,Infections,66+,24
2020-11-30,Diabetes,36-50,7
2020-11-30,Pneumonia,66+,3
2020-11-30,Diabetes,0-18,4
2020-11-30,Diabetes,36-50,5
2020-11-30,Cardiac Issues,0-18,3
2020-11-30,Pneumonia,51-65,5
2020-12-01,Flu,nan,19
2020-12-01,Cardiac Issues,51-65,6
2020-12-01,Flu,nan,25
2020-12-01,Infections,nan,12
2020-12-01,Flu,51-65,20
2020-12-01,Infections,0-18,5
2020-12-01,Infections,66+,14
2020-12-01,Flu,0-18,24
2020-12-01,Infections,36-50,6
2020-12-01,Diabetes,nan,5
2020-12-02,Infections,0-18,14
2020-12-02,Diabetes,19-35,14
2020-12-02,Diabetes,51-65,10
2020-12-02,Infections,66+,13
2020-12-02,Cardiac Issues,66+,10
2020-12-02,Cardiac Issues,66+,3
2020-12-02,Pneumonia,66+,25
2020-12-02,Flu,nan,29
2020-12-02,Diabetes,19-35,4
2020-12-02,Pneumonia,0-18,28
2020-12-02,Diabetes,nan,12
2020-12-02,Pneumonia,nan,23
2020-12-02,Diabetes,nan,14
2020-12-02,Infections,0-18,8
2020-12-03,Diabetes,66+,7
2020-12-03,Cardiac Issues,nan,14
2020-12-03,Diabetes,0-18,1
2020-12-03,Diabetes,51-65,5
2020-12-03,Diabetes,36-50,7
2020-12-03,Infections,nan,6
2020-12-04,Pneumonia,36-50,22
2020-12-04,Infections,nan,8
2020-12-04,Flu,66+,28
2020-12-04,Diabetes,36-50,6
2020-12-04,Pneumonia,66+,16
2020-12-04,Infections,66+,8
2020-12-04,Infections,0-18,9
2020-12-04,Diabetes,66+,2
2020-12-04,Diabetes,nan,13
2020-12-04,Flu,19-35,13
2020-12-04,Pneumonia,66+,28
2020-12-04,Pneumonia,19-35,19
2020-12-05,Flu,nan,22
2020-12-05,Flu,0-18,21
2020-12-05,Infections,36-50,12
2020-12-05,Flu,nan,16
2020-12-05,Cardiac Issues,19-35,10
2020-12-05,Diabetes,nan,11
2020-12-05,Infections,36-50,12
2020-12-05,Infections,66+,7
2020-12-05,Pneumonia,36-50,22
2020-12-06,Pneumonia,66+,16
2020-12-06,Cardiac Issues,19-35,11
2020-12-06,Cardiac Issues,36-50,10
2020-12-06,Infections,nan,1
2020-12-06,Infections,19-35,9
2020-12-06,Flu,0-18,24
2020-12-06,Diabetes,19-35,8
2020-12-06,Diabetes,0-18,4
2020-12-06,Diabetes,nan,2
2020-12-06,Cardiac Issues,51-65,7
2020-12-06,Diabetes,0-18,9
2020-12-06,Flu,66+,21
2020-12-06,Flu,19-35,22
2020-12-06,Cardiac Issues,51-65,4
2020-12-06,Pneumonia,36-50,25
2020-12-06,Cardiac Issues,nan,14
2020-12-07,Diabetes,0-18,6
2020-12-07,Pneumonia,19-35,11
2020-12-07,Pneumonia,nan,26
2020-12-07,Flu,66+,21
2020-12-07,Flu,66+,28
2020-12-07,Diabetes,0-18,11
2020-12-07,Infections,0-18,9
2020-12-07,Cardiac Issues,0-18,10
2020-12-07,Flu,nan,20
2020-12-07,Diabetes,66+,4
2020-12-07,Pneumonia,nan,15
2020-12-07,Pneumonia,nan,29
2020-12-07,Infections,0-18,2
2020-12-07,Diabetes,51-65,12
2020-12-07,Flu,36-50,23
2020-12-07,Infections,36-50,6
2020-12-07,Infections,66+,12
2020-12-08,Diabetes,0-18,14
2020-12-08,Infections,19-35,7
2020-12-08,Infections,66+,4
2020-12-08,Pneumonia,19-35,14
2020-12-08,Pneumonia,19-35,24
2020-12-08,Cardiac Issues,0-18,11
2020-12-08,Pneumonia,66+,26
2020-12-08,Infections,0-18,7
2020-12-08,Cardiac Issues,0-18,4
2020-12-08,Infections,0-18,6
2020-12-08,Infections,51-65,1
2020-12-08,Flu,51-65,13
2020-12-08,Diabetes,nan,13
2020-12-08,Diabetes,66+,11
2020-12-09,Flu,19-35,20
2020-12-09,Diabetes,51-65,14
2020-12-09,Cardiac Issues,51-65,2
2020-12-09,Infections,0-18,3
2020-12-09,Flu,66+,28
2020-12-09,Infections,51-65,7
2020-12-09,Diabetes,51-65,5
2020-12-09,Infections,66+,1
2020-12-09,Infections,51-65,10
2020-12-09,Infections,19-35,12
2020-12-09,Infections,0-18,9
2020-12-09,Pneumonia,nan,26
2020-12-09,Flu,0-18,29
2020-12-10,Cardiac Issues,66+,7
2020-12-10,Flu,nan,23
2020-12-10,Flu,0-18,28
2020-12-10,Flu,0-18,22
2020-12-10,Cardiac Issues,nan,11
2020-12-10,Flu,nan,23
2020-12-10,Cardiac Issues,19-35,3
2020-12-10,Cardiac Issues,36-50,12
2020-12-10,Diabetes,51-65,3
2020-12-10,Pneumonia,36-50,11
2020-12-10,Diabetes,nan,14
2020-12-10,Infections,19-35,4
2020-12-10,Pneumonia,19-35,28
2020-12-11,Infections,51-65,10
2020-12-11,Infections,19-35,6
2020-12-11,Flu,nan,22
2020-12-11,Diabetes,19-35,1
2020-12-11,Infections,nan,2
2020-12-11,Pneumonia,51-65,18
2020-12-11,Cardiac Issues,nan,10
2020-12-11,Infections,nan,12
2020-12-11,Diabetes,19-35,2
2020-12-11,Pneumonia,36-50,27
2020-12-11,Flu,66+,27
2020-12-11,Cardiac Issues,66+,8
2020-12-11,Diabetes,nan,2
2020-12-12,Infections,51-65,11
2020-12-12,Flu,19-35,26
2020-12-12,Cardiac Issues,66+,5
2020-12-12,Cardiac Issues,nan,3
2020-12-12,Pneumonia,51-65,24
2020-12-12,Flu,0-18,22
2020-12-12,Infections,19-35,3
2020-12-12,Flu,19-35,22
2020-12-12,Infections,0-18,13
2020-12-12,Infections,51-65,3
2020-12-13,Diabetes,19-35,5
2020-12-13,Pneumonia,66+,29
2020-12-13,Diabetes,0-18,11
2020-12-13,Diabetes,19-35,8
2020-12-13,Diabetes,36-50,7
2020-12-13,Pneumonia,nan,25
2020-12-13,Pneumonia,0-18,22
2020-12-13,Flu,nan,14
2020-12-13,Flu,66+,27
2020-12-14,Diabetes,36-50,1
2020-12-14,Cardiac Issues,nan,12
2020-12-14,Cardiac Issues,36-50,8
2020-12-14,Diabetes,19-35,13
2020-12-14,Flu,66+,10
2020-12-14,Infections,36-50,10
2020-12-14,Cardiac Issues,19-35,8
2020-12-14,Diabetes,0-18,1
2020-12-14,Diabetes,66+,12
2020-12-14,Diabetes,19-35,14
2020-12-14,Diabetes,0-18,11
2020-12-14,Pneumonia,19-35,25
2020-12-14,Infections,36-50,2
2020-12-14,Diabetes,19-35,10
2020-12-14,Pneumonia,66+,19
2020-12-14,Pneumonia,66+,15
2020-12-14,Cardiac Issues,nan,9
2020-12-15,Infections,19-35,2
2020-12-15,Flu,19-35,21
2020-12-15,Pneumonia,19-35,29
2020-12-15,Flu,51-65,22
2020-12-15,Diabetes,36-50,13
2020-12-15,Pneumonia,66+,26
2020-12-15,Diabetes,66+,2
2020-12-15,Flu,nan,27
2020-12-15,Cardiac Issues,nan,8
2020-12-16,Diabetes,36-50,13
2020-12-16,Pneumonia,0-18,20
2020-12-16,Flu,66+,13
2020-12-16,Infections,51-65,14
2020-12-16,Cardiac Issues,0-18,5
2020-12-17,Cardiac Issues,66+,10
2020-12-17,Cardiac Issues,66+,3
2020-12-17,Flu,0-18,18
2020-12-17,Pneumonia,0-18,11
2020-12-17,Flu,nan,28
2020-12-17,Infections,66+,9
2020-12-17,Infections,0-18,9
2020-12-17,Diabetes,51-65,4
2020-12-18,Diabetes,0-18,14
2020-12-18,Cardiac Issues,51-65,14
2020-12-18,Diabetes,36-50,14
2020-12-18,Flu,19-35,24
2020-12-18,Diabetes,nan,8
2020-12-18,Cardiac Issues,0-18,5
2020-12-18,Pneumonia,36-50,28
2020-12-18,Cardiac Issues,51-65,6
2020-12-18,Infections,19-35,9
2020-12-18,Flu,66+,12
2020-12-18,Cardiac Issues,36-50,6
2020-12-18,Cardiac Issues,36-50,6
2020-12-18,Infections,51-65,14
2020-12-18,Pneumonia,36-50,13
2020-12-19,Infections,51-65,6
2020-12-19,Cardiac Issues,36-50,11
2020-12-19,Diabetes,36-50,6
2020-12-19,Diabetes,36-50,9
2020-12-19,Flu,19-35,12
2020-12-20,Diabetes,51-65,7
2020-12-20,Cardiac Issues,19-35,8
2020-12-20,Cardiac Issues,nan,4
2020-12-20,Cardiac Issues,51-65,11
2020-12-20,Infections,51-65,2
2020-12-20,Infections,nan,3
2020-12-20,Diabetes,66+,14
2020-12-21,Diabetes,66+,14
2020-12-21,Infections,66+,14
2020-12-21,Flu,36-50,17
2020-12-21,Diabetes,51-65,7
2020-12-21,Diabetes,66+,14
2020-12-21,Cardiac Issues,19-35,4
2020-12-22,Cardiac Issues,36-50,9
2020-12-22,Diabetes,66+,11
2020-12-22,Cardiac Issues,19-35,8
2020-12-22,Flu,36-50,20
2020-12-22,Infections,66+,10
2020-12-22,Pneumonia,19-35,17
2020-12-22,Infections,nan,5
2020-12-22,Flu,51-65,13
2020-12-22,Flu,51-65,15
2020-12-22,Infections,51-65,6
2020-12-23,Flu,19-35,18
2020-12-23,Diabetes,66+,14
2020-12-23,Diabetes,51-65,8
2020-12-23,Pneumonia,51-65,27
2020-12-23,Infections,66+,14
2020-12-23,Pneumonia,0-18,25
2020-12-23,Flu,66+,15
2020-12-23,Cardiac Issues,51-65,4
2020-12-23,Flu,51-65,10
2020-12-24,Infections,36-50,11
2020-12-24,Infections,nan,10
2020-12-24,Pneumonia,51-65,26
2020-12-24,Cardiac Issues,51-65,5
2020-12-24,Cardiac Issues,0-18,9
2020-12-24,Pneumonia,51-65,20
2020-12-24,Flu,36-50,22
2020-12-24,Cardiac Issues,51-65,2
2020-12-24,Cardiac Issues,nan,2
2020-12-24,Infections,19-35,3
2020-12-24,Cardiac Issues,nan,1
2020-12-24,Cardiac Issues,19-35,14
2020-12-24,Flu,36-50,14
2020-12-24,Infections,66+,12
2020-12-24,Infections,nan,2
2020-12-24,Cardiac Issues,51-65,8
2020-12-24,Infections,36-50,9
2020-12-24,Flu,36-50,25
2020-12-24,Cardiac Issues,36-50,4
2020-12-25,Flu,66+,25
2020-12-25,Cardiac Issues,36-50,10
2020-12-25,Flu,19-35,18
2020-12-25,Diabetes,36-50,12
2020-12-25,Pneumonia,0-18,19
2020-12-26,Cardiac Issues,0-18,6
2020-12-26,Infections,51-65,12
2020-12-26,Cardiac Issues,19-35,2
2020-12-26,Infections,19-35,12
2020-12-26,Pneumonia,66+,21
2020-12-26,Pneumonia,51-65,20
2020-12-26,Cardiac Issues,nan,11
2020-12-26,Pneumonia,66+,13
2020-12-26,Flu,36-50,18
2020-12-26,Flu,19-35,16
2020-12-26,Diabetes,36-50,13
2020-12-26,Pneumonia,19-35,16
2020-12-26,Infections,66+,14
2020-12-26,Infections,0-18,11
2020-12-26,Flu,nan,26
2020-12-27,Cardiac Issues,19-35,3
2020-12-27,Cardiac Issues,36-50,12
2020-12-27,Flu,19-35,26
2020-12-27,Flu,66+,13
2020-12-27,Infections,nan,12
2020-12-27,Flu,nan,29
2020-12-27,Flu,0-18,19
2020-12-27,Infections,66+,13
2020-12-28,Pneumonia,nan,15
2020-12-28,Infections,66+,8
2020-12-28,Pneumonia,0-18,22
2020-12-28,Flu,66+,25
2020-12-28,Pneumonia,51-65,11
2020-12-28,Infections,19-35,12
2020-12-28,Cardiac Issues,0-18,9
2020-12-29,Flu,66+,14
2020-12-29,Diabetes,51-65,6
2020-12-29,Pneumonia,nan,25
2020-12-29,Diabetes,66+,12
2020-12-29,Flu,19-35,27
2020-12-29,Infections,nan,4
2020-12-29,Flu,51-65,17
2020-12-29,Cardiac Issues,51-65,13
2020-12-29,Diabetes,19-35,9
2020-12-29,Infections,36-50,1
2020-12-29,Flu,19-35,19
2020-12-29,Pneumonia,66+,13
2020-12-29,Flu,51-65,13
2020-12-29,Pneumonia,51-65,26
2020-12-29,Flu,nan,28
2020-12-30,Diabetes,66+,13
2020-12-30,Infections,nan,5
2020-12-30,Flu,51-65,15
2020-12-30,Cardiac Issues,66+,7
2020-12-30,Cardiac Issues,0-18,9
2020-12-30,Pneumonia,66+,24
2020-12-30,Cardiac Issues,51-65,10
2020-12-30,Flu,66+,25
2020-12-30,Cardiac Issues,nan,7
2020-12-30,Flu,nan,16
2020-12-30,Diabetes,66+,8
2020-12-30,Diabetes,51-65,8
2020-12-30,Infections,66+,6
2020-12-30,Diabetes,36-50,14
2020-12-30,Infections,0-18,7
2020-12-30,Pneumonia,36-50,16
2020-12-30,Infections,66+,11
2020-12-31,Diabetes,0-18,5
2020-12-31,Pneumonia,0-18,15
2020-12-31,Cardiac Issues,66+,12
2020-12-31,Cardiac Issues,66+,2
2020-12-31,Flu,0-18,20
2020-12-31,Diabetes,19-35,13
2021-01-01,Flu,nan,29
2021-01-01,Pneumonia,66+,21
2021-01-01,Cardiac Issues,nan,5
2021-01-01,Pneumonia,51-65,22
2021-01-01,Diabetes,51-65,12
2021-01-01,Pneumonia,66+,11
2021-01-02,Pneumonia,nan,29
2021-01-02,Infections,66+,3
2021-01-02,Cardiac Issues,0-18,3
2021-01-02,Cardiac Issues,0-18,14
2021-01-02,Flu,36-50,28
2021-01-02,Diabetes,51-65,12
2021-01-02,Pneumonia,51-65,14
2021-01-02,Pneumonia,19-35,21
2021-01-02,Cardiac Issues,0-18,3
2021-01-02,Cardiac Issues,19-35,2
2021-01-02,Pneumonia,66+,10
2021-01-03,Diabetes,nan,10
2021-01-03,Infections,19-35,5
2021-01-03,Pneumonia,51-65,17
2021-01-03,Flu,51-65,21
2021-01-03,Pneumonia,0-18,13
2021-01-03,Flu,36-50,24
2021-01-03,Pneumonia,0-18,20
2021-01-03,Pneumonia,0-18,21
2021-01-03,Pneumonia,19-35,24
2021-01-03,Flu,nan,19
2021-01-03,Cardiac Issues,19-35,14
2021-01-03,Infections,nan,3
2021-01-03,Flu,36-50,22
2021-01-03,Pneumonia,19-35,13
2021-01-04,Infections,19-35,2
2021-01-04,Pneumonia,0-18,15
2021-01-04,Infections,nan,14
2021-01-04,Pneumonia,66+,19
2021-01-04,Cardiac Issues,66+,12
2021-01-04,Flu,51-65,16
2021-01-04,Infections,nan,2
2021-01-04,Infections,0-18,5
2021-01-04,Pneumonia,51-65,28
2021-01-04,Diabetes,19-35,7
2021-01-05,Flu,66+,20
2021-01-05,Cardiac Issues,0-18,2
2021-01-05,Flu,66+,15
2021-01-05,Pneumonia,0-18,16
2021-01-05,Diabetes,66+,14
2021-01-05,Cardiac Issues,0-18,13
2021-01-05,Infections,36-50,3
2021-01-05,Cardiac Issues,nan,6
2021-01-05,Flu,36-50,13
2021-01-05,Infections,36-50,5
2021-01-05,Pneumonia,19-35,20
2021-01-05,Infections,19-35,3
2021-01-05,Infections,36-50,6
2021-01-05,Infections,19-35,3
2021-01-06,Pneumonia,36-50,26
2021-01-06,Pneumonia,19-35,21
2021-01-06,Pneumonia,66+,12
2021-01-06,Flu,66+,16
2021-01-06,Infections,66+,5
2021-01-06,Flu,51-65,23
2021-01-06,Pneumonia,66+,24
2021-01-06,Pneumonia,66+,16
2021-01-06,Pneumonia,36-50,11
2021-01-06,Infections,0-18,10
2021-01-06,Diabetes,36-50,3
2021-01-06,Flu,nan,26
2021-01-07,Pneumonia,66+,21
2021-01-07,Cardiac Issues,0-18,12
2021-01-07,Infections,36-50,3
2021-01-07,Infections,36-50,13
2021-01-07,Cardiac Issues,19-35,6
2021-01-07,Infections,51-65,8
2021-01-07,Pneumonia,51-65,16
2021-01-07,Diabetes,19-35,7
2021-01-07,Infections,0-18,4
2021-01-07,Flu,nan,29
2021-01-07,Diabetes,66+,3
2021-01-07,Pneumonia,19-35,27
2021-01-07,Cardiac Issues,0-18,10
2021-01-07,Flu,36-50,23
2021-01-07,Cardiac Issues,66+,2
2021-01-07,Infections,19-35,3
2021-01-07,Cardiac Issues,51-65,4
2021-01-07,Cardiac Issues,36-50,1
2021-01-08,Flu,66+,29
2021-01-08,Diabetes,36-50,11
2021-01-08,Infections,nan,6
2021-01-08,Diabetes,0-18,14
2021-01-08,Pneumonia,66+,23
2021-01-08,Pneumonia,nan,18
2021-01-08,Flu,nan,17
2021-01-08,Pneumonia,66+,27
2021-01-08,Infections,nan,5
2021-01-08,Cardiac Issues,51-65,7
2021-01-08,Diabetes,0-18,11
2021-01-08,Diabetes,nan,13
2021-01-09,Pneumonia,19-35,25
2021-01-09,Infections,nan,5
2021-01-09,Pneumonia,51-65,17
2021-01-09,Flu,19-35,15
2021-01-09,Diabetes,51-65,12
2021-01-09,Cardiac Issues,36-50,12
2021-01-09,Infections,nan,3
2021-01-09,Pneumonia,36-50,14
2021-01-09,Flu,36-50,17
2021-01-09,Diabetes,51-65,12
2021-01-09,Flu,66+,25
2021-01-09,Pneumonia,nan,23
2021-01-09,Infections,0-18,7
2021-01-09,Diabetes,66+,2
2021-01-09,Diabetes,19-35,3
2021-01-09,Pneumonia,51-65,12
2021-01-09,Diabetes,nan,12
2021-01-10,Pneumonia,nan,10
2021-01-10,Flu,0-18,18
2021-01-10,Cardiac Issues,0-18,12
2021-01-10,Flu,19-35,20
2021-01-10,Cardiac Issues,nan,5
2021-01-10,Diabetes,36-50,8
2021-01-10,Pneumonia,0-18,20
2021-01-11,Flu,66+,28
2021-01-11,Pneumonia,nan,16
2021-01-11,Diabetes,66+,12
2021-01-11,Cardiac Issues,51-65,1
2021-01-11,Infections,51-65,9
2021-01-11,Pneumonia,51-65,22
2021-01-12,Diabetes,19-35,4
2021-01-12,Flu,51-65,17
2021-01-12,Flu,0-18,18
2021-01-12,Diabetes,66+,2
2021-01-12,Infections,0-18,14
2021-01-12,Diabetes,nan,12
2021-01-12,Flu,51-65,14
2021-01-12,Cardiac Issues,51-65,1
2021-01-12,Flu,nan,13
2021-01-12,Pneumonia,nan,13
2021-01-12,Flu,19-35,12
2021-01-12,Pneumonia,66+,13
2021-01-12,Pneumonia,36-50,13
2021-01-13,Pneumonia,36-50,19
2021-01-13,Infections,51-65,9
2021-01-13,Cardiac Issues,19-35,4
2021-01-13,Pneumonia,51-65,24
2021-01-13,Infections,19-35,5
2021-01-13,Cardiac Issues,66+,4
2021-01-13,Cardiac Issues,19-35,10
2021-01-13,Diabetes,0-18,1
2021-01-13,Pneumonia,51-65,10
2021-01-13,Infections,19-35,6
2021-01-13,Infections,51-65,14
2021-01-13,Infections,0-18,7
2021-01-14,Cardiac Issues,19-35,14
2021-01-14,Diabetes,19-35,5
2021-01-14,Diabetes,51-65,1
2021-01-14,Infections,0-18,9
2021-01-14,Cardiac Issues,0-18,2
2021-01-14,Diabetes,0-18,6
2021-01-14,Pneumonia,66+,21
2021-01-14,Infections,nan,2
2021-01-14,Infections,nan,5
2021-01-14,Infections,0-18,1
2021-01-14,Flu,nan,29
2021-01-14,Pneumonia,nan,16
2021-01-14,Flu,66+,23
2021-01-15,Infections,66+,8
2021-01-15,Cardiac Issues,51-65,10
2021-01-15,Pneumonia,0-18,28
2021-01-15,Pneumonia,51-65,22
2021-01-15,Flu,51-65,20
2021-01-15,Flu,19-35,26
2021-01-15,Pneumonia,nan,14
2021-01-15,Cardiac Issues,66+,10
2021-01-15,Diabetes,66+,12
2021-01-16,Pneumonia,36-50,27
2021-01-16,Diabetes,66+,10
2021-01-16,Infections,0-18,10
2021-01-16,Diabetes,0-18,13
2021-01-16,Infections,51-65,9
2021-01-16,Cardiac Issues,51-65,5
2021-01-16,Pneumonia,0-18,15
2021-01-16,Cardiac Issues,19-35,9
2021-01-16,Diabetes,nan,4
2021-01-16,Flu,nan,17
2021-01-16,Cardiac Issues,nan,9
2021-01-16,Pneumonia,19-35,23
2021-01-16,Diabetes,0-18,12
2021-01-16,Cardiac Issues,19-35,13
2021-01-16,Infections,0-18,8
2021-01-16,Flu,66+,12
2021-01-16,Diabetes,19-35,1
2021-01-16,Flu,51-65,21
2021-01-17,Flu,19-35,24
2021-01-17,Pneumonia,nan,22
2021-01-17,Infections,nan,1
2021-01-17,Diabetes,66+,8
2021-01-17,Diabetes,66+,8
2021-01-18,Infections,51-65,6
2021-01-18,Pneumonia,51-65,27
2021-01-18,Pneumonia,0-18,24
2021-01-18,Pneumonia,36-50,24
2021-01-18,Pneumonia,51-65,19
2021-01-18,Diabetes,51-65,11
2021-01-18,Pneumonia,19-35,14
2021-01-18,Flu,51-65,28
2021-01-19,Pneumonia,0-18,15
2021-01-19,Pneumonia,19-35,15
2021-01-19,Diabetes,51-65,5
2021-01-19,Infections,19-35,7
2021-01-19,Pneumonia,66+,23
2021-01-19,Infections,19-35,11
2021-01-19,Pneumonia,36-50,11
2021-01-19,Flu,66+,16
2021-01-19,Diabetes,19-35,3
2021-01-19,Pneumonia,66+,28
2021-01-19,Diabetes,51-65,7
2021-01-19,Diabetes,nan,7
2021-01-19,Flu,36-50,25
2021-01-19,Cardiac Issues,nan,14
2021-01-19,Flu,36-50,26
2021-01-19,Pneumonia,66+,15
2021-01-19,Diabetes,0-18,1
2021-01-20,Flu,19-35,14
2021-01-20,Infections,51-65,2
2021-01-20,Infections,nan,11
2021-01-20,Cardiac Issues,36-50,14
2021-01-20,Flu,nan,26
2021-01-20,Cardiac Issues,51-65,4
2021-01-20,Flu,36-50,13
2021-01-20,Flu,nan,11
2021-01-20,Cardiac Issues,36-50,8
2021-01-20,Infections,66+,14
2021-01-20,Pneumonia,19-35,17
2021-01-20,Diabetes,19-35,11
2021-01-20,Flu,66+,21
2021-01-20,Cardiac Issues,nan,9
2021-01-20,Infections,0-18,11
2021-01-20,Pneumonia,66+,10
2021-01-20,Pneumonia,51-65,28
2021-01-20,Cardiac Issues,66+,1
2021-01-21,Infections,nan,13
2021-01-21,Flu,51-65,10
2021-01-21,Cardiac Issues,nan,10
2021-01-21,Cardiac Issues,36-50,14
2021-01-21,Infections,36-50,7
2021-01-21,Diabetes,36-50,4
2021-01-21,Flu,66+,29
2021-01-21,Cardiac Issues,66+,7
2021-01-22,Diabetes,51-65,2
2021-01-22,Pneumonia,66+,25
2021-01-22,Pneumonia,36-50,26
2021-01-22,Infections,0-18,2
2021-01-22,Diabetes,66+,2
2021-01-22,Cardiac Issues,66+,13
2021-01-22,Diabetes,66+,4
2021-01-22,Pneumonia,36-50,24
2021-01-22,Cardiac Issues,66+,5
2021-01-23,Diabetes,nan,3
2021-01-23,Diabetes,19-35,11
2021-01-23,Cardiac Issues,0-18,2
2021-01-23,Pneumonia,0-18,24
2021-01-23,Flu,19-35,29
2021-01-23,Cardiac Issues,nan,1
2021-01-23,Diabetes,51-65,12
2021-01-23,Flu,36-50,23
2021-01-23,Diabetes,0-18,10
2021-01-23,Flu,0-18,26
2021-01-23,Diabetes,0-18,2
2021-01-23,Diabetes,19-35,8
2021-01-23,Infections,0-18,14
2021-01-23,Diabetes,nan,4
2021-01-24,Flu,36-50,12
2021-01-24,Pneumonia,0-18,23
2021-01-24,Flu,66+,28
2021-01-24,Cardiac Issues,0-18,14
2021-01-24,Pneumonia,0-18,27
2021-01-24,Cardiac Issues,66+,8
2021-01-24,Diabetes,36-50,2
2021-01-24,Flu,nan,20
2021-01-24,Infections,nan,8
2021-01-24,Pneumonia,nan,15
2021-01-24,Flu,51-65,16
2021-01-25,Flu,51-65,18
2021-01-25,Diabetes,51-65,4
2021-01-25,Flu,nan,29
2021-01-25,Pneumonia,66+,17
2021-01-25,Infections,51-65,13
2021-01-25,Infections,51-65,14
2021-01-26,Pneumonia,36-50,29
2021-01-26,Diabetes,66+,2
2021-01-26,Infections,nan,4
2021-01-26,Diabetes,66+,12
2021-01-26,Cardiac Issues,0-18,9
2021-01-26,Flu,36-50,29
2021-01-26,Infections,19-35,12
2021-01-26,Cardiac Issues,nan,11
2021-01-26,Flu,51-65,24
2021-01-26,Flu,19-35,17
2021-01-26,Flu,19-35,28
2021-01-26,Flu,0-18,22
2021-01-26,Cardiac Issues,66+,2
2021-01-26,Pneumonia,36-50,17
2021-01-26,Pneumonia,36-50,25
2021-01-26,Pneumonia,51-65,26
2021-01-27,Diabetes,36-50,3
2021-01-27,Diabetes,0-18,9
2021-01-27,Infections,19-35,5
2021-01-27,Flu,51-65,27
2021-01-27,Diabetes,66+,11
2021-01-27,Diabetes,66+,5
2021-01-27,Infections,36-50,3
2021-01-27,Cardiac Issues,19-35,3
2021-01-27,Cardiac Issues,36-50,8
2021-01-27,Diabetes,36-50,10
2021-01-27,Infections,51-65,9
2021-01-28,Cardiac Issues,66+,5
2021-01-28,Diabetes,0-18,6
2021-01-28,Pneumonia,nan,22
2021-01-28,Infections,nan,13
2021-01-28,Infections,51-65,1
2021-01-28,Infections,19-35,7
2021-01-28,Pneumonia,36-50,14
2021-01-28,Infections,66+,8
2021-01-28,Infections,66+,2
2021-01-28,Flu,0-18,27
2021-01-28,Infections,0-18,12
2021-01-28,Diabetes,51-65,5
2021-01-29,Cardiac Issues,36-50,3
2021-01-29,Diabetes,66+,12
2021-01-29,Cardiac Issues,66+,2
2021-01-29,Flu,0-18,16
2021-01-29,Diabetes,19-35,13
2021-01-29,Diabetes,36-50,4
2021-01-29,Cardiac Issues,nan,9
2021-01-29,Flu,51-65,19
2021-01-29,Infections,36-50,13
2021-01-30,Pneumonia,19-35,10
2021-01-30,Infections,51-65,10
2021-01-30,Pneumonia,51-65,18
2021-01-30,Pneumonia,nan,23
2021-01-30,Cardiac Issues,36-50,1
2021-01-30,Diabetes,66+,7
2021-01-30,Flu,66+,10
2021-01-30,Cardiac Issues,nan,4
2021-01-30,Cardiac Issues,51-65,5
2021-01-30,Flu,19-35,21
2021-01-30,Diabetes,36-50,10
2021-01-30,Cardiac Issues,66+,10
2021-01-30,Infections,0-18,11
2021-01-31,Pneumonia,36-50,29
2021-01-31,Flu,19-35,10
2021-01-31,Diabetes,19-35,10
2021-01-31,Flu,19-35,29
2021-01-31,Flu,66+,10
2021-01-31,Flu,66+,15
2021-01-31,Diabetes,nan,14
2021-01-31,Cardiac Issues,nan,11
2021-01-31,Infections,51-65,6
2021-01-31,Pneumonia,66+,12
2021-01-31,Diabetes,0-18,12
2021-01-31,Diabetes,nan,6
2021-01-31,Cardiac Issues,36-50,14
2021-01-31,Pneumonia,19-35,23
2021-01-31,Flu,19-35,28
2021-01-31,Diabetes,66+,10
2021-02-01,Diabetes,19-35,9
2021-02-01,Flu,66+,25
2021-02-01,Flu,66+,17
2021-02-01,Cardiac Issues,19-35,8
2021-02-01,Diabetes,66+,1
2021-02-01,Infections,nan,5
2021-02-01,Flu,nan,23
2021-02-01,Flu,nan,16
2021-02-01,Pneumonia,19-35,10
2021-02-01,Flu,51-65,27
2021-02-01,Diabetes,19-35,13
2021-02-01,Pneumonia,36-50,24
2021-02-01,Diabetes,0-18,2
2021-02-01,Diabetes,51-65,7
2021-02-01,Pneumonia,nan,18
2021-02-01,Flu,19-35,13
2021-02-02,Pneumonia,nan,17
2021-02-02,Pneumonia,51-65,10
2021-02-02,Diabetes,36-50,14
2021-02-02,Flu,51-65,12
2021-02-02,Infections,nan,6
2021-02-03,Diabetes,nan,14
2021-02-03,Cardiac Issues,36-50,8
2021-02-03,Flu,0-18,23
2021-02-03,Pneumonia,0-18,23
2021-02-03,Diabetes,nan,12
2021-02-03,Infections,51-65,1
2021-02-03,Flu,51-65,12
